"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
124,-10,4000,59.945,-0.052549,0.66446,11.471,1.3676,1.2262e-05,4.3277e-05,0.32994,-2.2225e-05,-0.0016541,0.61651,0.62861,8.2889,132.06,0.10493,581.12,5.0428e-05,6.0785e-05,0.093076,10.6,6.5986e-12
136,-26,7000,69.769,1.6986,2.0707,1.1069,0.23784,1.9603e-05,4.9452e-05,0.049942,0.0030446,0.017074,3.6484,1.8079,-4.3756,-298.13,244.91,7702.1,4.3125e-05,0.00012592,0.30394,1.9918,7.5105e-13
124,-10,5000,77.41,-0.10884,1.0133,11.996,1.699,3.2463e-05,6.5343e-05,0.32039,-1.6614e-05,-0.00096539,0.88349,0.89379,8.0613,131.4,0.063062,212.83,0.00011407,0.00014164,0.13888,12.478,6.5986e-12
136,-26,8000,74.886,2.0025,2.6113,1.6956,0.30189,3.8708e-05,8.3523e-05,0.058908,0.0028079,0.017389,4.4946,2.3078,-4.4443,-314.42,234.78,9004.7,8.3195e-05,0.00023009,0.33105,2.3529,7.5105e-13
124,-10,6000,99.724,-0.19797,1.3797,12.566,1.8977,6.3572e-05,7.7248e-05,0.25709,-58904000,-13.012,0.74616,0.55904,-3544500,325.5,4.4368e-12,89.103,0.03697,0.034721,4.9016e-09,11979,6.5986e-12
136,-25.272727,3000,45.93,0.62978,0.56516,0.76891,0.069637,5.1167e-07,3.1426e-06,0.02026,0.00062618,0.0024227,1.1051,0.4645,-2.9673,-123.46,29.791,445.89,2.861e-06,1.0332e-05,0.4171,2.0017,7.5105e-13
124,-10,7000,118.24,-0.30062,1.7671,12.636,1.5523,8.3393e-05,7.9495e-05,0.15819,9.3916e-05,0.0035607,1.4707,1.4461,8.2829,90.426,2.3866,3429.8,0.0003746,0.00049287,0.32105,19.416,6.5986e-12
136,-25.272727,4000,52.079,0.83681,0.86365,0.57614,0.021134,3.4062e-07,1.6198e-06,0.0056676,0.0021057,0.0085547,1.6084,0.72914,-3.8987,-177.54,120.74,1992.7,5.222e-06,1.8349e-05,0.29903,1.4574,7.5105e-13
124,-10,8000,139.56,-0.43095,2.1821,12.644,1.0926,8.8198e-05,7.3934e-05,0.079662,-0.00015801,-0.0050731,1.7971,1.7336,7.8912,89.577,7.2494,7474.3,0.00058633,0.00079205,0.43182,19.864,6.5986e-12
136,-25.272727,5000,58.967,1.0571,1.2223,0.56732,0.035536,1.086e-06,3.9656e-06,0.0086792,0.0015621,0.0066821,2.163,1.0555,-3.9438,-191.18,53.795,984.28,9.9524e-06,3.3992e-05,0.25579,1.3053,7.5105e-13
124,-8,3000,-31.306,-0.0080904,0.25253,6.9844,0.51395,9.4931e-07,1.1789e-05,0.18005,-3.1951e-06,-0.00060861,0.20572,0.20749,9.232,-99.736,2.1357e-11,7.7825e-07,5.2482e-06,5.1645e-06,0.030527,13.174,6.5986e-12
136,-25.272727,6000,65.016,1.3094,1.6888,1.044,0.11919,6.6954e-06,1.9744e-05,0.026765,0.0033247,0.016989,2.8709,1.477,-4.0754,-245.22,261.38,6825.4,2.3932e-05,7.3222e-05,0.27871,1.6798,7.5105e-13
124,-8,4000,47.316,-0.023003,0.40368,5.8662,0.94643,3.4931e-06,2.0222e-05,0.27043,65336000,1816400,-1.8951,-4884.1,-359660,-15453000,13.638,91019,388.94,2444100000,68843,1726.3,6.5986e-12
136,-25.272727,7000,70.078,1.5336,2.1602,1.3098,0.1956,1.7518e-05,4.3763e-05,0.040892,0.0034453,0.0198,3.5495,1.8696,-4.5598,-300.41,327.53,10817,4.9614e-05,0.00014103,0.33449,2.2202,7.5105e-13
124,-8,5000,63.398,-0.050894,0.61749,5.401,1.2274,9.3028e-06,2.901e-05,0.28202,88254000,-1766700000,0.1171,0.027548,2399900,-4429500,3.2014e-38,0,2.6802e-06,2.6802e-06,5.9478e-46,5.0841e-35,6.5986e-12
136,-25.272727,8000,75.271,1.8042,2.7074,1.7511,0.27242,3.7489e-05,7.9987e-05,0.052863,-0.002736,-0.017247,4.3843,2.3919,-5.1613,-316.58,226.13,8986,9.2165e-05,0.00025158,0.33934,2.5039,7.5105e-13
124,-8,6000,83.096,-0.10238,0.90712,5.2437,1.2113,1.8223e-05,3.1428e-05,0.20976,-3.248e-05,-0.0022223,0.78543,0.78838,8.3512,-237.18,0.32417,1517.7,0.0001308,0.00015596,0.1408,15.323,6.5986e-12
136,-24.545455,3000,46.041,0.54887,0.54933,0.31305,0.048006,3.3282e-07,2.0344e-06,0.013946,-0.00067006,-0.0028614,1.04,0.47209,-2.4817,-122.8,32.816,598.46,3.3596e-06,1.1453e-05,0.4204,2.235,7.5105e-13
124,-8,7000,98.757,-0.15442,1.1538,5.331,0.80607,1.8943e-05,2.3321e-05,0.11035,-3.2093e-05,-0.001812,0.99132,0.98626,8.6057,-238.95,0.35151,1120.9,0.00023107,0.0002818,0.2021,22.033,6.5986e-12
136,-24.545455,4000,51.676,0.73848,0.92015,0.22403,0.01663,3.0536e-07,1.4759e-06,0.004484,-0.00036434,-0.0016186,1.5232,0.75002,-4.1918,-175.84,3.7956,74.912,5.3289e-06,1.7801e-05,0.26195,1.3882,7.5105e-13
124,-8,8000,118.07,-0.21913,1.3773,4.6765,0.45931,1.5027e-05,1.4291e-05,0.046611,-4.9472e-05,-0.002305,1.2286,1.2094,8.3929,-282.94,0.88763,1926.2,0.00036199,0.00045217,0.26369,22.369,6.5986e-12
136,-24.545455,5000,58.67,0.9347,1.2741,0.74411,0.04146,1.3797e-06,5.0931e-06,0.010168,-0.0003225,-0.0015356,2.0789,1.088,-4.7451,-193.37,4.5622,103.44,1.3016e-05,4.184e-05,0.2828,1.6194,7.5105e-13
124,-6,3000,31.756,-0.021313,0.58621,6.1057,0.47845,4.7167e-06,5.7163e-05,0.16668,653170000,-1456800000,0.11071,0.051397,-144840000,-14588000,2.3559e-35,4.1067e-35,1.8509e-06,1.8511e-06,1.836e-37,1.8894e-31,6.5986e-12
136,-24.545455,6000,64.162,1.1548,1.7672,1.0631,0.08156,5.0411e-06,1.5305e-05,0.018536,0.0025241,0.01381,2.7499,1.5119,-4.0232,-248.13,165.2,4945.3,2.7848e-05,8.2718e-05,0.28345,1.8326,7.5105e-13
124,-6,4000,47.848,-0.059029,0.97289,3.7045,0.94347,2.0112e-05,0.00011382,0.26768,-1.0914e-05,-0.00083133,0.89067,0.91148,8.7122,-379.65,0.018351,106.5,8.8375e-05,0.00010411,0.064875,8.5499,6.5986e-12
136,-24.545455,7000,69.296,1.3549,2.2473,1.4244,0.14725,1.4326e-05,3.6691e-05,0.031128,0.0016358,0.0099078,3.4357,1.9509,-3.3833,-303.58,57.37,2104.4,5.4626e-05,0.00015559,0.29587,2.1201,7.5105e-13
124,-6,5000,61.773,-0.11571,1.4162,3.1512,1.1937,4.807e-05,0.00015864,0.28049,-1.6065e-05,-0.00099777,1.2666,1.2922,8.6861,-425.89,0.048294,186.25,0.00021819,0.00026291,0.10362,11.544,6.5986e-12
136,-24.545455,8000,75.222,1.5989,2.813,1.8853,0.2226,3.3077e-05,7.0676e-05,0.043227,-0.0018234,-0.012576,4.2814,2.4849,-4.8081,-359.88,110.2,5241.8,0.00010571,0.00028173,0.32533,2.6609,7.5105e-13
124,-6,6000,78.309,-0.20455,1.9174,2.6349,1.288,8.7921e-05,0.00017208,0.23917,5.1971e-05,0.0026955,1.693,1.7157,8.5876,-472.2,0.56101,1508.9,0.00042275,0.00052043,0.14805,13.066,6.5986e-12
100,-21.636364,3000,60.015,2.7424,0.60579,2.5006,0.22224,1.6564e-06,5.8218e-06,0.053504,-0.0012807,-0.0037846,3.3754,0.61364,-0.32031,-187.78,47.132,411.58,1.8334e-06,7.8407e-06,0.19386,0.74014,7.5105e-13
136,-23.818182,3000,43.947,0.4821,0.57692,0.1547,0.04227,3.3138e-07,2.2201e-06,0.01262,0.00073797,0.0035333,0.98125,0.48623,-2.7693,-124.66,54.925,1259,4.4771e-06,1.4299e-05,0.47239,2.7582,7.5105e-13
124,-6,7000,94.938,-0.31655,2.416,2.0889,1.1459,0.00011892,0.00015709,0.16613,-0.00016483,-0.0072128,2.0937,2.1059,8.3329,-515.58,1.962,3766.2,0.00050288,0.00051275,0.63706,14.509,6.5986e-12
100,-21.636364,4000,74.611,3.6316,0.82277,3.1274,0.30598,3.8988e-06,8.4822e-06,0.059951,0.0027845,0.00907,4.4729,0.80418,-0.72566,-248.48,189.57,2011.4,4.5139e-06,1.8254e-05,0.25379,1.0627,7.5105e-13
136,-23.818182,4000,50.723,0.64435,0.94088,0.59747,0.024281,4.7032e-07,2.3624e-06,0.0066306,0.00088997,0.0043146,1.4477,0.77769,-3.8186,-179.82,20.072,471.78,5.3973e-06,1.7172e-05,0.22876,1.329,7.5105e-13
124,-6,8000,656.94,-3.397,5.835,20.277,19.594,0.0044451,0.0044159,0.0032926,-4.4173e-05,-0.0016839,2.5375,2.5191,9.1726,-524.25,0.22831,331.68,0.0011108,0.0014338,0.24514,20.332,6.5986e-12
100,-21.636364,5000,87.172,4.4886,1.0208,4.543,0.43757,8.2458e-06,1.2873e-05,0.071324,0.0010458,0.0037565,5.5218,0.97998,-0.95895,-306.52,36.216,467.23,8.3345e-06,3.2041e-05,0.29019,1.3447,7.5105e-13
136,-23.818182,5000,58.002,0.8081,1.3385,0.79725,0.028017,1.0338e-06,3.9119e-06,0.006934,-0.00011066,-0.00057566,1.9896,1.132,-4.9815,-193.61,0.45497,12.312,1.3095e-05,4.0085e-05,0.24111,1.5193,7.5105e-13
124,-4,3000,26.328,-0.026343,0.86762,5.7904,0.37676,9.2657e-06,0.00015277,0.14021,-1.9032e-05,-0.00095633,0.76269,0.79293,7.5389,-279.33,0.031535,79.61,3.5827e-05,4.4323e-05,0.063199,3.6485,6.5986e-12
100,-21.636364,6000,100.4,5.4353,1.2185,4.7761,0.48785,1.2755e-05,1.5259e-05,0.065118,0.00035408,0.0014193,6.6879,1.1549,1.0963,-373.78,9.1625,147.2,1.7013e-05,6.1768e-05,0.38479,1.8535,7.5105e-13
136,-23.818182,6000,64.477,0.99057,1.7909,0.91973,0.077615,4.918e-06,1.4771e-05,0.017562,-0.00075849,-0.0044308,2.6469,1.5568,-4.2834,-250.29,16.933,577.83,3.3693e-05,9.737e-05,0.30066,2.0812,7.5105e-13
124,-4,4000,-38.473,-0.066837,1.4323,4.5102,0.59657,3.11e-05,0.00026824,0.19109,-369260,-447.56,0.92002,0.82233,33343,-358.54,52.875,7905500,0.048731,0.045236,9633300000,411.82,6.5986e-12
100,-21.636364,7000,111.93,6.3051,1.4096,4.5787,0.49232,1.697e-05,1.7219e-05,0.054993,0.00091758,0.0039967,7.7492,1.3052,-1.6513,-429.15,77.039,1461.6,2.6217e-05,9.1493e-05,0.43893,2.3944,7.5105e-13
136,-23.818182,7000,69.266,1.1849,2.3142,1.6317,0.11645,1.2016e-05,3.0804e-05,0.024629,0.0015053,0.0098821,3.3527,2.0332,-3.7327,-307.21,67.534,2910.7,6.1625e-05,0.00016816,0.28718,2.222,7.5105e-13
124,-4,5000,-49.71,-0.12505,2.0021,3.9289,0.79107,7.0062e-05,0.00036688,0.21898,-6.7171e-05,-0.0023513,1.8109,1.8715,7.6534,-417.8,0.44192,541.46,0.00023679,0.00030857,0.10404,5.1784,6.5986e-12
100,-21.636364,8000,124.29,7.2373,1.5982,5.6422,0.61439,2.693e-05,2.4334e-05,0.05656,0.00057311,0.0027317,8.866,1.4454,-1.2314,-491.02,47.09,1069.8,4.2824e-05,0.00014349,0.54166,3.1846,7.5105e-13
136,-23.818182,8000,74.975,1.399,2.9179,2.2507,0.15847,2.536e-05,5.458e-05,0.030883,-0.001548,-0.011285,4.167,2.576,-4.0962,-364.54,81.393,4325.5,0.00011825,0.00030758,0.3173,2.7111,7.5105e-13
124,-4,6000,-63.401,-0.2228,2.7173,3.5022,0.92823,0.00013625,0.00042471,0.21323,-0.00014877,-0.0045999,2.4154,2.4785,7.5598,-465.19,1.8386,1757.6,0.00048996,0.00065147,0.14279,6.3976,6.5986e-12
100,-20.909091,3000,62.974,2.678,0.6577,2.8649,0.22624,1.9504e-06,6.1708e-06,0.052279,-0.0020382,-0.0061405,3.3603,0.67026,-1.0811,-193.06,80.043,726.45,2.411e-06,1.0171e-05,0.2034,0.73314,7.5105e-13
136,-23.090909,3000,46.16,0.41183,0.56568,0.80525,0.076772,5.6365e-07,3.4277e-06,0.022269,0.00086929,0.0043645,0.90917,0.49418,-3.2823,-128.11,37.422,943.32,3.7516e-06,1.1665e-05,0.36819,2.1943,7.5105e-13
124,-4,7000,76.838,-0.33901,3.358,3.0093,0.9281,0.00019532,0.00039841,0.17607,0.00018808,0.005366,2.9796,3.0277,7.8452,-511.04,3.8663,3147.1,0.0008304,0.0011181,0.18725,8.2603,6.5986e-12
100,-20.909091,4000,76.507,3.5494,0.8808,3.5066,0.33128,4.8025e-06,9.8895e-06,0.063153,-0.00072822,-0.002433,4.458,0.87165,-0.74074,-254.12,11.303,126.17,5.804e-06,2.312e-05,0.26517,1.0384,7.5105e-13
136,-23.090909,4000,50.015,0.54065,0.93196,0.59052,0.032345,6.1893e-07,3.2002e-06,0.0089167,-0.00014431,-0.00079274,1.3633,0.78604,-3.8593,-181.98,1.2208,36.839,6.0051e-06,1.7849e-05,0.22061,1.4477,7.5105e-13
124,-4,8000,92.465,-0.49986,4.0886,2.4934,0.78636,0.00023488,0.00032615,0.11836,-0.00021731,-0.0057552,3.6464,3.6607,5.7879,-565.03,6.1571,4318.7,0.0013041,0.0017903,0.28342,6.6386,6.5986e-12
100,-20.909091,5000,89.407,4.3861,1.0957,4.0032,0.39739,8.5807e-06,1.2729e-05,0.06264,-0.0013587,-0.0050577,5.5133,1.0658,-1.085,-312.8,76.474,1059.6,1.147e-05,4.3123e-05,0.32205,1.4549,7.5105e-13
136,-23.090909,5000,56.449,0.6869,1.3692,1.0664,0.034021,1.329e-06,5.3307e-06,0.0086005,2.9208e-05,0.00017079,1.891,1.1571,-4.3568,-236.39,0.10803,3.6935,1.5721e-05,4.5351e-05,0.249,1.7172,7.5105e-13
124,-2,3000,22.567,-0.024103,0.96247,5.9993,0.25584,8.6801e-06,0.00018147,0.099561,0.00014147,0.0038756,0.88187,0.92843,5.0987,-196.23,0.4452,334.12,2.8613e-05,3.9048e-05,0.10035,2.3251,6.5986e-12
100,-20.909091,6000,103.3,5.2991,1.325,3.4541,0.55186,1.699e-05,1.9385e-05,0.070433,8.9182e-05,0.00037501,6.6608,1.2395,0.62852,-376.59,0.55568,9.8247,2.1277e-05,7.5026e-05,0.4018,1.8666,7.5105e-13
136,-23.090909,6000,63.044,0.85468,1.8614,1.5377,0.060328,4.1644e-06,1.3142e-05,0.013926,0.0004697,0.002963,2.5504,1.6147,-5.145,-255.4,7.8539,312.54,3.6938e-05,0.00010253,0.2782,2.1325,7.5105e-13
124,-2,4000,-33.446,-0.061298,1.6061,5.1056,0.36257,2.5934e-05,0.00028748,0.1237,0.00024112,0.0052785,1.4692,1.5419,6.4121,-278.59,2.2299,1068.7,8.568e-05,0.00012194,0.10665,2.5928,6.5986e-12
100,-20.909091,7000,115.61,6.1675,1.5195,4.6797,0.5726,2.2853e-05,2.2267e-05,0.060395,-0.00082476,-0.0037265,7.727,1.4022,-1.6863,-433.84,72.43,1478.6,3.4112e-05,0.00011655,0.47715,2.5845,7.5105e-13
136,-23.090909,7000,68.773,1.026,2.4296,2.0578,0.084724,9.6589e-06,2.5156e-05,0.018045,0.0010207,0.007213,3.2311,2.0858,-4.2305,-310.09,31.146,1555.3,6.6922e-05,0.00017621,0.27817,2.3141,7.5105e-13
124,-2,5000,43.334,-0.1158,2.2583,4.6653,0.49536,5.9962e-05,0.00041291,0.14909,-0.00018904,-0.0037042,2.0651,2.154,6.5755,-324.98,2.4129,926.53,0.00017619,0.00025677,0.12102,2.8846,6.5986e-12
100,-20.909091,8000,127.01,7.0896,1.7186,4.9667,0.58652,2.9675e-05,2.6318e-05,0.051696,0.00037848,0.0018752,8.8433,1.5557,-1.6361,-493.62,24.742,607.36,5.2657e-05,0.00017262,0.55809,3.317,7.5105e-13
136,-23.090909,8000,74.145,1.2172,3.0579,2.6002,0.11164,1.9687e-05,4.3422e-05,0.022021,0.0013502,0.010517,4.0401,2.6415,-3.2517,-367.88,65.122,3950.7,0.00013431,0.00033886,0.31469,2.7984,7.5105e-13
124,-2,6000,-55.106,-0.20315,3.0203,4.2738,0.60811,0.0001168,0.0004933,0.15658,0.00012255,0.0021699,2.7312,2.8233,7.1648,-374.2,0.95288,298.72,0.00034473,0.00051475,0.14617,3.8574,6.5986e-12
100,-20.181818,3000,66.277,2.5915,0.72044,2.9344,0.28189,2.8618e-06,8.0894e-06,0.062196,0.0014627,0.0048669,3.3418,0.71156,-1.0273,-235.63,53.209,589.06,3.1952e-06,1.2733e-05,0.21931,0.85767,7.5105e-13
136,-22.363636,3000,46.753,0.33657,0.53765,1.1501,0.10287,6.7773e-07,4.0178e-06,0.029608,-2104700000,-2530100000,0.53145,-0.092045,209680000,336950000,1.2997e-11,8.0179e-11,1810700000,1864100000,2.4447e-13,4.8476e-10,7.5105e-13
124,-2,7000,-67.507,-0.3187,3.8036,4.0976,0.63109,0.00017744,0.00048166,0.13687,-0.00019527,-0.0032715,3.3916,3.4669,7.1431,-416.85,2.5019,702.19,0.00056325,0.00085265,0.17193,4.1215,6.5986e-12
100,-20.181818,4000,80.697,3.4569,0.9719,3.4391,0.40139,6.9838e-06,1.2813e-05,0.071982,-0.0018249,-0.0065381,4.4489,0.93083,-0.95786,-297.8,104.72,1344.1,7.9359e-06,3.0461e-05,0.30089,1.2759,7.5105e-13
136,-22.363636,4000,49.684,0.44918,0.95257,0.49984,0.037455,7.512e-07,3.9375e-06,0.010371,-0.00035927,-0.0022022,1.2783,0.79397,-4.1,-181.74,2.4174,90.825,6.2243e-06,1.7451e-05,0.20172,1.4681,7.5105e-13
124,-2,8000,81.442,-0.46817,4.594,3.6136,0.57269,0.0002221,0.00039958,0.10159,-9.2714e-05,-0.0014342,4.0546,4.0924,7.1276,-461.59,0.69128,165.4,0.00096466,0.0014933,0.2341,5.1008,6.5986e-12
100,-20.181818,5000,92.545,4.2743,1.1785,4.125,0.46152,1.1449e-05,1.5875e-05,0.069401,-0.00097433,-0.0039757,5.4841,1.1305,-1.4794,-359.13,44.676,743.84,1.4832e-05,5.3125e-05,0.34387,1.6244,7.5105e-13
136,-22.363636,5000,56.226,0.57052,1.3504,1.4758,0.036325,1.3826e-06,5.5931e-06,0.0092111,0.00015953,0.0010331,1.8012,1.1809,-4.1294,-239.4,2.6266,110.18,1.8545e-05,5.0741e-05,0.25691,1.9595,7.5105e-13
124,0,3000,21.373,-0.022594,1.0425,6.5051,0.15994,6.6368e-06,0.00015042,0.063119,0.00019753,0.0031665,0.97501,1.032,5.4356,-150.48,1.6044,412.28,2.5761e-05,3.9848e-05,0.1095,1.8018,6.5986e-12
100,-20.181818,6000,105.8,5.1779,1.4198,4.1035,0.53448,1.8828e-05,2.0697e-05,0.065652,-0.00087718,-0.0039222,6.6421,1.3337,-1.4915,-421.48,56.241,1124.6,2.7805e-05,9.5346e-05,0.4324,2.2499,7.5105e-13
136,-22.363636,6000,62.994,0.70714,1.8704,1.5329,0.056007,3.9045e-06,1.2343e-05,0.012938,-0.00044589,-0.0032202,2.4512,1.6511,-5.2623,-297.8,7.8503,409.44,4.0269e-05,0.00010484,0.2614,2.2998,7.5105e-13
124,0,4000,-33.114,-0.055651,1.744,5.6776,0.15126,1.2839e-05,0.00014481,0.05182,0.00021267,0.0027641,1.6121,1.6955,5.5779,-198.48,1.7908,302.51,7.0033e-05,0.00011438,0.13671,1.8188,6.5986e-12
100,-20.181818,7000,118.74,6.0424,1.6258,5.2817,0.57885,2.6371e-05,2.4931e-05,0.058146,0.00011557,0.00055763,7.7025,1.4954,-1.6421,-436.58,1.6746,38.974,4.3342e-05,0.0001426,0.50525,2.7314,7.5105e-13
136,-22.363636,7000,68.326,0.85825,2.4697,2.1516,0.069883,8.2503e-06,2.18e-05,0.014979,0.00090033,0.0068679,3.1283,2.1509,-3.7355,-311.71,26.472,1540.4,8.1704e-05,0.00020722,0.29319,2.5473,7.5105e-13
124,0,5000,42.181,-0.10215,2.423,5.2376,0.20945,2.9627e-05,0.00021491,0.063986,0.00029561,0.0034578,2.2519,2.3496,5.6774,-242.83,3.4223,468.32,0.00013587,0.0002283,0.14448,1.9207,6.5986e-12
100,-20.181818,8000,131.29,6.939,1.8419,5.526,0.6655,3.8564e-05,3.3372e-05,0.054827,-8.759e-05,-0.00045559,8.8145,1.6601,-1.9254,-496.71,1.5371,41.543,6.5647e-05,0.00020943,0.59112,3.4868,7.5105e-13
136,-22.363636,8000,74.244,1.0239,3.1257,2.7173,0.084297,1.5525e-05,3.4143e-05,0.016603,0.00080679,0.0067053,3.924,2.7226,-4.4684,-373.06,24.025,1659.5,0.00015165,0.00037185,0.32028,3.1157,7.5105e-13
124,0,6000,-53.44,-0.17725,3.2451,4.9347,0.25845,5.8107e-05,0.00026187,0.068067,-0.00025629,-0.0027048,2.9665,3.0659,5.5706,-288.18,2.8346,315.74,0.00025426,0.00044034,0.17373,2.1331,6.5986e-12
100,-19.454545,3000,68.194,2.5226,0.78309,3.0956,0.33862,4.0218e-06,1.0674e-05,0.072721,-0.00092559,-0.0032229,3.3301,0.78342,-0.7694,-235.14,31.128,377.43,4.7257e-06,1.8309e-05,0.25628,1.0218,7.5105e-13
136,-21.636364,3000,42.464,0.27486,0.57976,0.64084,0.043445,3.5053e-07,2.5099e-06,0.013222,0.00024205,0.0014408,0.76818,0.48357,-3.8568,-129.87,2.1117,74.825,3.3281e-06,9.4422e-06,0.29108,2.0149,7.5105e-13
124,0,7000,-64.944,-0.26859,4.0247,4.6645,0.27179,8.6741e-05,0.00025649,0.061111,3.0478e-05,0.00030641,3.6526,3.7188,5.9774,-332.01,0.047372,4.7878,0.00045887,0.00080659,0.2167,2.8088,6.5986e-12
100,-19.454545,4000,84.008,3.3641,1.0469,3.8547,0.44755,8.9448e-06,1.5071e-05,0.076446,0.00085602,0.0032163,4.4363,1.0232,-1.2441,-301.45,23.578,332.85,9.5597e-06,3.5723e-05,0.28975,1.3604,7.5105e-13
136,-21.636364,4000,48.483,0.36934,0.9662,0.897,0.034118,7.1259e-07,3.9261e-06,0.0095984,-8.5084e-05,-0.00057202,1.2071,0.81139,-3.5225,-186.01,0.64506,29.144,7.5513e-06,2.0195e-05,0.20897,1.6473,7.5105e-13
124,0,8000,-77.745,-0.38912,4.8816,4.3973,0.264,0.00011703,0.00023273,0.049435,-4.5969e-05,-0.00044656,4.4095,4.416,5.9664,-375.2,1.0277,96.982,0.00070371,0.0012507,0.24362,3.0966,6.5986e-12
100,-19.454545,5000,96.816,4.1464,1.2826,4.1434,0.52451,1.5286e-05,1.9489e-05,0.073936,0.0016509,0.0069872,5.4645,1.2225,-0.48624,-362.67,113.52,2033.7,1.9145e-05,6.7171e-05,0.3635,1.886,7.5105e-13
136,-21.636364,5000,55.282,0.45614,1.381,1.275,0.039269,1.5749e-06,6.605e-06,0.010086,0.00040807,0.0030163,1.7126,1.1958,-4.2581,-242.37,6.6282,362.15,1.9735e-05,5.053e-05,0.23516,2.0532,7.5105e-13
124,2,3000,23.418,0.015594,1.1355,7.1875,0.062122,2.8525e-06,5.6396e-05,0.023934,0.00045717,0.0043695,1.0927,1.1007,4.4716,-137.7,5.3995,493.22,1.8138e-05,3.2923e-05,0.12381,1.1231,6.5986e-12
100,-19.454545,6000,110.55,5.0412,1.5301,3.9237,0.62085,2.5257e-05,2.6054e-05,0.070847,-6.009e-05,-0.00028534,6.6088,1.4287,-1.098,-424.22,0.36624,8.2593,3.543e-05,0.00011752,0.45052,2.5712,7.5105e-13
136,-21.636364,6000,61.659,0.57402,1.9345,2.072,0.03933,2.9573e-06,9.7987e-06,0.0092557,0.00032866,0.0026606,2.3618,1.6998,-4.7304,-300.66,4.215,276.23,4.6246e-05,0.00011394,0.25317,2.4401,7.5105e-13
124,2,4000,-35.021,0.025437,1.7879,6.3385,0.024584,2.116e-06,2.1634e-05,0.0082249,0.00032816,0.0025503,1.7747,1.7774,4.9629,-185.51,2.6637,160.88,4.3752e-05,8.5209e-05,0.12771,1.1097,6.5986e-12
100,-19.454545,7000,122.15,5.8875,1.7466,5.3722,0.63205,3.3139e-05,3.0433e-05,0.060179,0.00039726,0.0020716,7.667,1.5983,-1.6365,-487.01,24.806,674.59,5.6173e-05,0.00017871,0.53498,3.3485,7.5105e-13
136,-21.636364,7000,68.022,0.67942,2.4417,2.2784,0.068,7.8589e-06,2.0972e-05,0.014638,-0.0004177,-0.0036125,2.9992,2.179,-4.7841,-359.19,7.0699,528.82,9.4076e-05,0.00022617,0.29689,3.017,7.5105e-13
124,2,5000,-44.06,0.024754,2.5015,6.0682,0.039229,5.7735e-06,3.8497e-05,0.011697,-8.9822e-05,-0.00065759,2.4595,2.4318,5.9666,-227.33,0.21444,11.493,8.988e-05,0.00017841,0.14875,1.2141,6.5986e-12
100,-19.454545,8000,134.8,6.7735,1.9638,5.1246,0.7333,4.8209e-05,4.1027e-05,0.057112,0.00066167,0.0037678,8.7785,1.7599,-1.1865,-548.13,29.446,954.75,8.1626e-05,0.00025045,0.60186,4.0131,7.5105e-13
136,-21.636364,8000,74.578,0.81687,3.1028,2.8711,0.08632,1.5644e-05,3.4068e-05,0.01692,9.0053e-05,0.00081836,3.8064,2.8065,-5.924,-378.87,1.7238,142.35,0.00017584,0.00041435,0.31375,3.5975,7.5105e-13
124,2,6000,-54.763,0.013417,3.2581,5.6303,0.050586,1.1338e-05,4.8527e-05,0.013087,0.0003751,0.0025427,3.2153,3.1357,5.3564,-243.29,4.4037,202.34,0.00017878,0.00036548,0.1869,1.5077,6.5986e-12
136,-20.909091,3000,42.839,0.20496,0.51294,1.0338,0.059419,3.7344e-07,2.6289e-06,0.017997,0.00028043,0.0019389,0.68181,0.46355,-5.1665,-172.47,7.3231,350.06,4.7877e-06,1.2603e-05,0.39291,3.278,7.5105e-13
124,2,7000,-65.844,0.0073054,4.0276,5.5066,0.0545,1.7332e-05,4.9723e-05,0.012101,0.0012516,0.0082634,3.9463,3.7834,5.2321,-284.99,53.041,2312.1,0.00028696,0.00058931,0.21015,1.6857,6.5986e-12
100,-18.727273,4000,87.726,3.2346,1.1332,3.6967,0.49233,1.1417e-05,1.7594e-05,0.079577,-0.0010698,-0.0043452,4.4077,1.1033,-1.0196,-304.87,39.997,659.81,1.2265e-05,4.378e-05,0.29573,1.5252,7.5105e-13
136,-20.909091,4000,46.473,0.27857,0.94755,0.97506,0.029277,6.0099e-07,3.6058e-06,0.0084575,-0.00096387,-0.0076115,1.0959,0.79174,-3.9759,-189.8,23.266,1450.8,8.7293e-06,2.1526e-05,0.21864,1.9685,7.5105e-13
124,2,8000,-77.449,-0.01726,4.8038,5.1334,0.058003,2.4923e-05,4.9986e-05,0.01091,0.00019141,0.0012347,4.729,4.4397,5.1966,-326.82,3.755,156.27,0.00048836,0.0010142,0.26346,2.0728,6.5986e-12
100,-18.727273,5000,101.81,4.0131,1.3803,3.6322,0.61768,2.068e-05,2.4162e-05,0.080662,0.00054,0.0024006,5.4397,1.3273,-1.1317,-367.69,17.41,344.08,2.4378e-05,8.3273e-05,0.37665,2.0981,7.5105e-13
